old_sku,old_name,old_categories,old_revenue_q1q2,old_customer_count,old_units_sold,new_sku,new_name,new_categories,new_permalink,new_price,new_image,match_score,replacement_notes
PG-HOBR-1-LB,"Meadow Barley - 1 lb, Native Variety",,351.18,2,6,PB-CABIN,Native Cabin Grass Seed Mix,"Food Plot Seed, Specialty Seed",https://naturesseed.com/products/pasture-seed/native-cabin-grass-mix/,43.99,https://naturesseed.com/wp-content/uploads/2025/12/NativeCabinLawn.webp,40,
PG-AGTR2-10-LB,Pubescent Wheatgrass - 10 lbs,,350.63,3,4,BDL-ORL,Overseed &amp; Repair Lawn Kit,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,30,
PG-TRFR-25-LB,Strawberry Clover - 25 lbs,,350.0,2,2,PB-CLV,Pasture Clover Mix for Waterfowl Food Plots,"Pasture Seed, Food Plot Seed",https://naturesseed.com/products/pasture-seed/pasture-clover-mix-for-duck-quail-food-plot/,47.99,https://naturesseed.com/wp-content/uploads/2025/12/Duck-and-Quail-Food-Plot.webp,40,
W-VEHA-0.25-LB,Blue Vervain - 0.25lbs,,342.5,7,8,W-SIBE,Blue-Eyed Grass Seed,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/,50.58,https://naturesseed.com/wp-content/uploads/2025/09/Western-Blue-eyed-Grass.png,40,
PG-CYDA-OLD,Common Bermudagrass - 5 lbs,,339.96,2,4,PG-CYDA,Bermudagrass,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/bermudagrass/,84.99,https://naturesseed.com/wp-content/uploads/2025/07/Bermudagrass.png,70,
TURF-POPR-1000-F,Velvet Blue Seed Blend - 1000 ft²,,336.44,9,9,W-SIBE,Blue-Eyed Grass Seed,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/,50.58,https://naturesseed.com/wp-content/uploads/2025/09/Western-Blue-eyed-Grass.png,40,
PG-TRIT-50-LB,Triticale - 50 lbs,,335.0,2,3,PB-COSS,Coastal California Sage Scrub Mix,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,30,
PB-SSAUG,Southwest Semi-Arid Steppe Upland Game Food Plot Mix - 2.5 Acres,,333.3,1,1,PB-GAME,Big Game Food Plot &amp; Forage Mix,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,60,
PB-PSWDC-0.5-A,Pacific Southwest Dairy Cow Forage Mix - 1/2 Acre,,330.6,3,4,PB-COW-SO,Warm Season Cattle Pasture Seed Mix,"All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-for-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SCOW.webp,90,
WB-RM-0.5-LB-OLD,Rocky Mountain Wildflower Mix,,329.89,6,11,WB-RM,Rocky Mountain Wildflower Seed Mix,"All Seed, Native Wildflower Seed &amp; Seed Mixes",https://naturesseed.com/products/wildflower-seed/rocky-mountain-wildflower-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_292137011-scaled-1.jpg,60,
W-LOCA-0.25-LB,Cardinal Flower - 0.25lbs,,327.5,1,1,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,Native Wildflower Seed &amp; Seed Mixes,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,30,
PB-GPBG-0.5-A,Great Plains Big Game Food Plot Mix - 1/2 Acre,,326.7,5,5,PB-GAME,Big Game Food Plot &amp; Forage Mix,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,70,
PG-TRCI-N-1-LB,"Tree Clover - 1 lb, Northern California",,326.6,2,2,PB-CLV,Pasture Clover Mix for Waterfowl Food Plots,"Pasture Seed, Food Plot Seed",https://naturesseed.com/products/pasture-seed/pasture-clover-mix-for-duck-quail-food-plot/,47.99,https://naturesseed.com/wp-content/uploads/2025/12/Duck-and-Quail-Food-Plot.webp,40,
TURF-PANO-2000-F,Bahia Grass Seed - 2000 ft²,,326.33,3,3,PG-PANO,Bahia Grass Seed,"All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/bahia-grass/,99.99,https://naturesseed.com/wp-content/uploads/2025/07/Bahiagrass.png,50,
TURF-WT-2000-F,TWCA Water-Wise Tall Fescue Blend - 2000 ft²,,324.14,2,2,PG-FEAR2,Tall Fescue Grass Seed,"Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/tall-fescue/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TallFescue-Crop.jpg,50,
WB-SMM-500-F,Santa Monica Mountain Cover Mix - 500 ft²,,323.66,8,9,BDL-WSC,Weed Smother Cover Crop Kit,"All Seed, Cover Crop Seed",https://naturesseed.com/products/pasture-seed/weed-smother-cover-crop-kit/,64.99,https://naturesseed.com/wp-content/uploads/2026/02/Compaction-Buster-Cover-Crop-Kit-2Mix-Biological-Tillage-System-for-Soil-Aeration-1.png,40,
PG-ELVI-10-LB,Virginia Wildrye - 10 lbs,,321.87,3,3,PB-DRY,Dryland Pasture Mix,,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,30,
PB-PSWDC,Pacific Southwest Dairy Cow Forage Mix - 1 Acre,,321.26,2,2,PB-COW-SO,Warm Season Cattle Pasture Seed Mix,"All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-for-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SCOW.webp,90,
TURF-W-SS-5-LB-OLD,TWCA Water-Wise Sun and Shade Mix,Lawn Seed,319.92,3,8,TURF-W-SS,Sun and Shade Grass Seed Mix,"All Seed, Northern Lawn, Transitional Lawn, TWCA - Water-Wise Lawn, Lawn Seed",https://naturesseed.com/products/grass-seed/twca-water-wise-sun-shade-mix/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/st-augustine-grass-lawn-scaled-1.jpeg,70,
PG-ERFA-10-LB,California Buckwheat - 10 lbs,,317.75,1,1,PB-COSS,Coastal California Sage Scrub Mix,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,40,
S-MICRO-1-LB-OLD,Micro Clover Seed,,314.93,5,7,S-MICRO,Micro Clover Seed (Mini Clover),"All Seed, Clover Seed",https://naturesseed.com/products/clover-seed/microclover/,44.99,https://naturesseed.com/wp-content/uploads/2025/07/microclover-2.png,50,
PG-VUMI-N-1-LB,"Small Fescue - 1 lb, Northern California",,314.26,5,8,PB-COSS,Coastal California Sage Scrub Mix,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,40,
PB-GPAL-0.5-A,Great Plains Alpaca/Llama Forage Mix - 1/2 Acre,,311.24,3,3,PB-ALPACA,Llama & Alpaca Pasture Seed Mix,"Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/ALPACA.webp,50,
TURF-W-TALL-5-LB-OLD,TWCA Water-Wise Triple-Play Tall Fescue Blend,,309.92,3,8,PG-FEAR2,Tall Fescue Grass Seed,"Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/tall-fescue/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TallFescue-Crop.jpg,50,
